Predio;I.D. Faena;N° Orden;Cultivo;Variedad;Fecha;E. Fenologico;Codigo Producto;Nombre Producto;Ing Activo;N° Autorización SAG;Tratamiento;Cantidad;U. Med.;Moja. Lts x Ha;Tipo Dosis;Dosis;Ha. Aplica;T.Cantidad Ha. Aplica;R.Aplica Calculado;Real Aplicado;Cobertura;N° Aplica Periodo.;Nº aplica etiqueta;Clasifica;Cod Cuartel;Cuartel / Potrero;Total Ha.;Fecha Inicio Aplica;Hr. Inicio;Fecha Term. Aplica;Hr. Término;Hr. Reingre;Carencia;Dias Carencias PPPL;Plazo Seguridad;Concentración;Adjunto Productos;Estado;Faena;Labor;Clima;Viento;Temp.;Responsable (Aplicaciones);Dosificador (Aplicaciones);Verificador Técnico (Aplicaciones);Aplicador;Aplicador 2;Observaciones;Usuario Login;Total Producto;Maquinarias;Total Maqui;Maq Cod/GPS;Tot.Maq c/GPS;Tot Orden Aplica;Cantidad Periodo;tipo;has totales;unidades n;unidades p;unidades k;monto en usd
El espejo;73.448;1164;Uva;Fiesta;17/12/2025;Envero/Cosecha;p-152;NUTRI 1683 M;;;;36,18;Litros;0;Hectareas;0;2,28;0;0;0;Total;37;0;EEII;EEII 2;14;2,28;17/12/2025;;17/12/2025;;0;0;0;18/12/2025;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;tomas;$ 43,00;;0;;0;37;2.466,10;Real;;;;;
El espejo;73.449;1164;Uva;Fiesta;17/12/2025;Envero/Cosecha;p-152;NUTRI 1683 M;;;;54,587;Litros;0;Hectareas;0;3,44;0;0;0;Total;35;0;EEII;EEII 2;15;3,44;17/12/2025;;17/12/2025;;0;0;0;18/12/2025;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;tomas;$ 65,00;;0;;0;35;3.266,16;Real;;;;;
El espejo;73.450;1164;Uva;Fiesta;17/12/2025;Envero/Cosecha;p-152;NUTRI 1683 M;;;;56,967;Litros;0;Hectareas;0;3,59;0;0;0;Total;35;0;EEII;EEII 2;19;3,59;17/12/2025;;17/12/2025;;0;0;0;18/12/2025;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;tomas;$ 68,00;;0;;0;35;3.409,72;Real;;;;;
El espejo;73.451;1164;Uva;Fiesta;17/12/2025;Envero/Cosecha;p-152;NUTRI 1683 M;;;;50,62;Litros;0;Hectareas;0;3,19;0;0;0;Total;35;0;EEII;EEII 2;21;3,19;17/12/2025;;17/12/2025;;0;0;0;18/12/2025;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;tomas;$ 60,00;;0;;0;35;3.030,55;Real;;;;;
El espejo;73.452;1164;Uva;Selma;17/12/2025;Envero/Cosecha;p-152;NUTRI 1683 M;;;;87,911;Litros;0;Hectareas;0;5,54;0;0;0;Total;33;0;EEII;EEII 1;5;5,54;17/12/2025;;17/12/2025;;0;0;0;18/12/2025;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;tomas;$ 105,00;;0;;0;33;4.607,63;Real;;;;;
El espejo;73.453;1164;Uva;Selma;17/12/2025;Envero/Cosecha;p-152;NUTRI 1683 M;;;;87,911;Litros;0;Hectareas;0;5,54;0;0;0;Total;33;0;EEII;EEII 1;6;5,54;17/12/2025;;17/12/2025;;0;0;0;18/12/2025;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;tomas;$ 105,00;;0;;0;33;4.607,66;Real;;;;;
El espejo;73.454;1164;Uva;Selma;17/12/2025;Envero/Cosecha;p-152;NUTRI 1683 M;;;;87,913;Litros;0;Hectareas;0;5,54;0;0;0;Total;33;0;EEII;EEII 1;7;5,54;17/12/2025;;17/12/2025;;0;0;0;18/12/2025;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;tomas;$ 106,50;;0;;0;33;4.607,66;Real;;;;;
El espejo;73.455;1164;Uva;Selma;17/12/2025;Envero/Cosecha;p-152;NUTRI 1683 M;;;;87,911;Litros;0;Hectareas;0;5,54;0;0;0;Total;33;0;EEII;EEII 1;8;5,54;17/12/2025;;17/12/2025;;0;0;0;18/12/2025;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;tomas;$ 105,00;;0;;0;33;4.607,63;Real;;;;;
El espejo;73.716;1195;Uva;Fiesta;17/12/2025;Envero/Cosecha;p-154;NUTRI 1684 M ;;;;49,651;Litros;0;Hectareas;0;3,64;0;0;0;Total;33;0;EEIII;EEIII 3 A;23;3,64;17/12/2025;;17/12/2025;;0;0;0;18/12/2025;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;tomas;$ 59,00;;0;;0;33;2.834,30;Real;;;;;
El espejo;73.717;1195;Uva;Fiesta;17/12/2025;Envero/Cosecha;p-154;NUTRI 1684 M ;;;;58,384;Litros;0;Hectareas;0;4,28;0;0;0;Total;33;0;EEIII;EEIII 3 A;28;4,28;17/12/2025;;17/12/2025;;0;0;0;18/12/2025;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;tomas;$ 69,50;;0;;0;33;3.333,31;Real;;;;;
El espejo;73.718;1195;Uva;Fiesta;17/12/2025;Envero/Cosecha;p-154;NUTRI 1684 M ;;;;58,108;Litros;0;Hectareas;0;4,26;0;0;0;Total;33;0;EEIII;EEIII 3 B;31;4,26;17/12/2025;;17/12/2025;;0;0;0;18/12/2025;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;tomas;$ 69,00;;0;;0;33;3.316,61;Real;;;;;
El espejo;73.719;1195;Uva;Fiesta;17/12/2025;Envero/Cosecha;p-154;NUTRI 1684 M ;;;;58,108;Litros;0;Hectareas;0;4,26;0;0;0;Total;33;0;EEIII;EEIII 3 B;34;4,26;17/12/2025;;17/12/2025;;0;0;0;18/12/2025;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;tomas;$ 69,00;;0;;0;33;3.316,61;Real;;;;;
El espejo;73.720;1195;Uva;Fiesta;17/12/2025;Envero/Cosecha;p-154;NUTRI 1684 M ;;;;58,108;Litros;0;Hectareas;0;4,26;0;0;0;Total;33;0;EEIII;EEIII 3 B;37;4,26;17/12/2025;;17/12/2025;;0;0;0;18/12/2025;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;tomas;$ 69,00;;0;;0;33;3.316,61;Real;;;;;
El espejo;73.721;1195;Uva;Fiesta;17/12/2025;Envero/Cosecha;p-154;NUTRI 1684 M ;;;;57,699;Litros;0;Hectareas;0;4,23;0;0;0;Total;33;0;EEIII;EEIII 4;40;4,23;17/12/2025;;17/12/2025;;0;0;0;18/12/2025;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;tomas;$ 69,00;;0;;0;33;3.293,67;Real;;;;;
El espejo;73.722;1195;Uva;Fiesta;17/12/2025;Envero/Cosecha;p-154;NUTRI 1684 M ;;;;57,699;Litros;0;Hectareas;0;4,23;0;0;0;Total;33;0;EEIII;EEIII 4;43;4,23;17/12/2025;;17/12/2025;;0;0;0;18/12/2025;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;tomas;$ 69,00;;0;;0;33;3.293,67;Real;;;;;
El espejo;73.723;1195;Uva;Fiesta;17/12/2025;Envero/Cosecha;p-154;NUTRI 1684 M ;;;;52,243;Litros;0;Hectareas;0;3,83;0;0;0;Total;33;0;EEIII;EEIII 4;46;3,83;17/12/2025;;17/12/2025;;0;0;0;18/12/2025;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;tomas;$ 62,00;;0;;0;33;2.982,23;Real;;;;;
El espejo;73.728;73728;Uva;Flame;16/12/2025;Envero/Cosecha;p-156;NUTRI 1075 M;;;;65;Litros;0;Hectareas;0;1,56;0;0;0;Total;23;0;EEI;EEI 1;1;3,13;16/12/2025;;16/12/2025;;0;0;0;17/12/2025;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;tomas;$ 77,30;;0;;0;46;4.560,00;Real;;;;;
El espejo;73.729;73729;Uva;Flame;16/12/2025;Envero/Cosecha;p-156;NUTRI 1075 M;;;;60;Litros;0;Hectareas;0;1,42;0;0;0;Total;23;0;EEI;EEI 1;2;2,85;16/12/2025;;16/12/2025;;0;0;0;17/12/2025;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;tomas;$ 71,40;;0;;0;46;4.155,00;Real;;;;;
El espejo;73.730;73730;Uva;Flame;16/12/2025;Envero/Cosecha;p-156;NUTRI 1075 M;;;;138;Litros;0;Hectareas;0;3,26;0;0;0;Total;23;0;EEI;EEI 1;7;6,01;16/12/2025;;16/12/2025;;0;0;0;17/12/2025;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;tomas;$ 164,20;;0;;0;46;8.491,00;Real;;;;;
El espejo;73.731;73731;Uva;Flame;16/12/2025;Envero/Cosecha;p-156;NUTRI 1075 M;;;;207;Litros;0;Hectareas;0;4,83;0;0;0;Total;24;0;EEI;EEI 1;8;4,83;16/12/2025;;16/12/2025;;0;0;0;17/12/2025;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;tomas;$ 246,30;;0;;0;24;7.141,00;Real;;;;;
El espejo;73.744;73744;Uva;Flame;16/12/2025;Envero/Cosecha;p-156;NUTRI 1075 M;;;;68;Litros;0;Hectareas;0;1,57;0;0;0;Total;24;0;EEI;EEI 1;1;3,13;16/12/2025;;16/12/2025;;0;0;0;17/12/2025;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;tomas;$ 80,90;;0;;0;48;4.696,00;Real;;;;;
El espejo;73.745;73745;Uva;Flame;16/12/2025;Envero/Cosecha;p-156;NUTRI 1075 M;;;;61;Litros;0;Hectareas;0;1,42;0;0;0;Total;24;0;EEI;EEI 1;2;2,85;16/12/2025;;16/12/2025;;0;0;0;17/12/2025;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;tomas;$ 72,50;;0;;0;48;4.277,00;Real;;;;;
El espejo;73.746;73746;Uva;Flame;16/12/2025;Envero/Cosecha;p-156;NUTRI 1075 M;;;;101;Litros;0;Hectareas;0;2,35;0;0;0;Total;23;0;EEI;EEI 1;4;6,31;16/12/2025;;16/12/2025;;0;0;0;17/12/2025;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;tomas;$ 120,10;;0;;0;46;8.925,00;Real;;;;;
El espejo;73.747;73747;Uva;Flame;16/12/2025;Envero/Cosecha;p-156;NUTRI 1075 M;;;;290;Litros;0;Hectareas;0;6,73;0;0;0;Total;24;0;EEI;EEI 1;9;6,73;16/12/2025;;16/12/2025;;0;0;0;17/12/2025;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;tomas;$ 345,10;;0;;0;24;10.322,00;Real;;;;;
El espejo;73.492;1170;Uva;Selma;16/12/2025;Envero/Cosecha;p-152;NUTRI 1683 M;;;;93,579;Litros;0;Hectareas;0;5,54;0;0;0;Total;35;0;EEII;EEII 1;1;5,54;16/12/2025;;16/12/2025;;0;0;0;17/12/2025;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;tomas;$ 112,80;;0;;0;35;5.653,59;Real;;;;;
El espejo;73.493;1170;Uva;Fiesta;16/12/2025;Envero/Cosecha;p-152;NUTRI 1683 M;;;;82,764;Litros;0;Hectareas;0;4,9;0;0;0;Total;34;0;EEII;EEII 2;16;4,9;16/12/2025;;16/12/2025;;0;0;0;17/12/2025;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;tomas;$ 98,00;;0;;0;34;4.729,51;Real;;;;;
El espejo;73.494;1170;Uva;Fiesta;16/12/2025;Envero/Cosecha;p-152;NUTRI 1683 M;;;;57,935;Litros;0;Hectareas;0;3,43;0;0;0;Total;34;0;EEII;EEII 2;17;3,43;16/12/2025;;16/12/2025;;0;0;0;17/12/2025;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;tomas;$ 69,00;;0;;0;34;3.309,65;Real;;;;;
El espejo;73.495;1170;Uva;Selma;16/12/2025;Envero/Cosecha;p-152;NUTRI 1683 M;;;;93,574;Litros;0;Hectareas;0;5,54;0;0;0;Total;35;0;EEII;EEII 1;2;5,54;16/12/2025;;16/12/2025;;0;0;0;17/12/2025;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;tomas;$ 111,00;;0;;0;35;5.653,57;Real;;;;;
El espejo;73.496;1170;Uva;Selma;16/12/2025;Envero/Cosecha;p-152;NUTRI 1683 M;;;;93,574;Litros;0;Hectareas;0;5,54;0;0;0;Total;35;0;EEII;EEII 1;3;5,54;16/12/2025;;16/12/2025;;0;0;0;17/12/2025;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;tomas;$ 111,00;;0;;0;35;5.653,59;Real;;;;;
El espejo;73.497;1170;Uva;Selma;16/12/2025;Envero/Cosecha;p-152;NUTRI 1683 M;;;;93,574;Litros;0;Hectareas;0;5,54;0;0;0;Total;35;0;EEII;EEII 1;4;5,54;16/12/2025;;16/12/2025;;0;0;0;17/12/2025;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;tomas;$ 111,00;;0;;0;35;5.653,57;Real;;;;;
El espejo;73.552;1177;Uva;Fiesta;16/12/2025;Envero/Cosecha;p-154;NUTRI 1684 M ;;;;49,527;Litros;0;Hectareas;0;3,64;0;0;0;Total;34;0;EEIII;EEIII 3 A;22;3,64;16/12/2025;;16/12/2025;;0;0;0;17/12/2025;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;tomas;$ 59,00;;0;;0;34;2.884,79;Real;;;;;
El espejo;73.553;1177;Uva;Fiesta;16/12/2025;Envero/Cosecha;p-154;NUTRI 1684 M ;;;;38,097;Litros;0;Hectareas;0;2,8;0;0;0;Total;34;0;EEIII;EEIII 3 A;26;2,8;16/12/2025;;16/12/2025;;0;0;0;17/12/2025;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;tomas;$ 45,00;;0;;0;34;2.218,98;Real;;;;;
El espejo;73.554;1177;Uva;Fiesta;16/12/2025;Envero/Cosecha;p-154;NUTRI 1684 M ;;;;38,778;Litros;0;Hectareas;0;2,85;0;0;0;Total;34;0;EEIII;EEIII 3 A;27;2,85;16/12/2025;;16/12/2025;;0;0;0;17/12/2025;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;tomas;$ 46,00;;0;;0;34;2.258,24;Real;;;;;
El espejo;73.555;1177;Uva;Fiesta;16/12/2025;Envero/Cosecha;p-154;NUTRI 1684 M ;;;;58,783;Litros;0;Hectareas;0;4,32;0;0;0;Total;34;0;EEIII;EEIII 3 B;30;4,32;16/12/2025;;16/12/2025;;0;0;0;17/12/2025;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;tomas;$ 71,20;;0;;0;34;3.423,47;Real;;;;;
El espejo;73.556;1177;Uva;Fiesta;16/12/2025;Envero/Cosecha;p-154;NUTRI 1684 M ;;;;57,963;Litros;0;Hectareas;0;4,26;0;0;0;Total;34;0;EEIII;EEIII 3 B;33;4,26;16/12/2025;;16/12/2025;;0;0;0;17/12/2025;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;tomas;$ 69,00;;0;;0;34;3.375,69;Real;;;;;
El espejo;73.557;1177;Uva;Fiesta;16/12/2025;Envero/Cosecha;p-154;NUTRI 1684 M ;;;;58,779;Litros;0;Hectareas;0;4,32;0;0;0;Total;34;0;EEIII;EEIII 3 B;36;4,32;16/12/2025;;16/12/2025;;0;0;0;17/12/2025;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;tomas;$ 70,00;;0;;0;34;3.423,47;Real;;;;;
El espejo;73.558;1177;Uva;Selma;16/12/2025;Envero/Cosecha;p-154;NUTRI 1684 M ;;;;57,555;Litros;0;Hectareas;0;4,23;0;0;0;Total;34;0;EEIII;EEIII 4;39;4,23;16/12/2025;;16/12/2025;;0;0;0;17/12/2025;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;tomas;$ 68,00;;0;;0;34;3.352,34;Real;;;;;
El espejo;73.559;1177;Uva;Selma;16/12/2025;Envero/Cosecha;p-154;NUTRI 1684 M ;;;;57,555;Litros;0;Hectareas;0;4,23;0;0;0;Total;34;0;EEIII;EEIII 4;42;4,23;16/12/2025;;16/12/2025;;0;0;0;17/12/2025;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;tomas;$ 68,00;;0;;0;34;3.352,34;Real;;;;;
El espejo;73.560;1177;Uva;Selma;16/12/2025;Envero/Cosecha;p-154;NUTRI 1684 M ;;;;57,963;Litros;0;Hectareas;0;4,26;0;0;0;Total;34;0;EEIII;EEIII 4;45;4,26;16/12/2025;;16/12/2025;;0;0;0;17/12/2025;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;tomas;$ 69,00;;0;;0;34;3.375,69;Real;;;;;
El espejo;73.613;1183;Uva;Fiesta;16/12/2025;Envero/Cosecha;p-154;NUTRI 1684 M ;;;;49,651;Litros;0;Hectareas;0;3,64;0;0;0;Total;32;0;EEIII;EEIII 3 A;23;3,64;16/12/2025;;16/12/2025;;0;0;0;17/12/2025;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;tomas;$ 59,00;;0;;0;32;2.784,65;Real;;;;;
El espejo;73.614;1183;Uva;Fiesta;16/12/2025;Envero/Cosecha;p-154;NUTRI 1684 M ;;;;58,384;Litros;0;Hectareas;0;4,28;0;0;0;Total;32;0;EEIII;EEIII 3 A;28;4,28;16/12/2025;;16/12/2025;;0;0;0;17/12/2025;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;tomas;$ 69,50;;0;;0;32;3.274,92;Real;;;;;
El espejo;73.615;1183;Uva;Fiesta;16/12/2025;Envero/Cosecha;p-154;NUTRI 1684 M ;;;;58,108;Litros;0;Hectareas;0;4,26;0;0;0;Total;32;0;EEIII;EEIII 3 B;31;4,26;16/12/2025;;16/12/2025;;0;0;0;17/12/2025;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;tomas;$ 69,00;;0;;0;32;3.258,50;Real;;;;;
El espejo;73.616;1183;Uva;Fiesta;16/12/2025;Envero/Cosecha;p-154;NUTRI 1684 M ;;;;58,108;Litros;0;Hectareas;0;4,26;0;0;0;Total;32;0;EEIII;EEIII 3 B;34;4,26;16/12/2025;;16/12/2025;;0;0;0;17/12/2025;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;tomas;$ 69,00;;0;;0;32;3.258,50;Real;;;;;
El espejo;73.617;1183;Uva;Fiesta;16/12/2025;Envero/Cosecha;p-154;NUTRI 1684 M ;;;;58,108;Litros;0;Hectareas;0;4,26;0;0;0;Total;32;0;EEIII;EEIII 3 B;37;4,26;16/12/2025;;16/12/2025;;0;0;0;17/12/2025;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;tomas;$ 69,00;;0;;0;32;3.258,50;Real;;;;;
El espejo;73.618;1183;Uva;Fiesta;16/12/2025;Envero/Cosecha;p-154;NUTRI 1684 M ;;;;57,699;Litros;0;Hectareas;0;4,23;0;0;0;Total;32;0;EEIII;EEIII 4;40;4,23;16/12/2025;;16/12/2025;;0;0;0;17/12/2025;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;tomas;$ 69,00;;0;;0;32;3.235,97;Real;;;;;
El espejo;73.619;1183;Uva;Fiesta;16/12/2025;Envero/Cosecha;p-154;NUTRI 1684 M ;;;;57,699;Litros;0;Hectareas;0;4,23;0;0;0;Total;32;0;EEIII;EEIII 4;43;4,23;16/12/2025;;16/12/2025;;0;0;0;17/12/2025;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;tomas;$ 69,00;;0;;0;32;3.235,97;Real;;;;;
El espejo;73.620;1183;Uva;Fiesta;16/12/2025;Envero/Cosecha;p-154;NUTRI 1684 M ;;;;52,243;Litros;0;Hectareas;0;3,83;0;0;0;Total;32;0;EEIII;EEIII 4;46;3,83;16/12/2025;;16/12/2025;;0;0;0;17/12/2025;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;tomas;$ 62,00;;0;;0;32;2.929,98;Real;;;;;
El espejo;73.388;1150;Uva;Flame;16/12/2025;Envero/Cosecha;p-156;NUTRI 1075 M;;;;136,25;Litros;0;Hectareas;0;5,54;0;0;0;Total;32;0;EEII;EEII 1;10;5,54;16/12/2025;;16/12/2025;;0;0;0;17/12/2025;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;tomas;$ 162,00;;0;;0;32;7.459,00;Real;;;;;
El espejo;73.389;1150;Uva;Flame;16/12/2025;Envero/Cosecha;p-156;NUTRI 1075 M;;;;136,25;Litros;0;Hectareas;0;5,54;0;0;0;Total;32;0;EEII;EEII 1;11;5,54;16/12/2025;;16/12/2025;;0;0;0;17/12/2025;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;tomas;$ 162,50;;0;;0;32;7.459,00;Real;;;;;
El espejo;73.390;1150;Uva;Flame;16/12/2025;Envero/Cosecha;p-156;NUTRI 1075 M;;;;136,25;Litros;0;Hectareas;0;5,54;0;0;0;Total;32;0;EEII;EEII 1;12;5,54;16/12/2025;;16/12/2025;;0;0;0;17/12/2025;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;tomas;$ 162,00;;0;;0;32;7.459,00;Real;;;;;
El espejo;73.391;1150;Uva;Flame;16/12/2025;Envero/Cosecha;p-156;NUTRI 1075 M;;;;136,25;Litros;0;Hectareas;0;5,54;0;0;0;Total;32;0;EEII;EEII 1;9;5,54;16/12/2025;;16/12/2025;;0;0;0;17/12/2025;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;tomas;$ 162,00;;0;;0;32;7.459,00;Real;;;;;
El espejo;74.415;74415;Uva;Flame;16/12/2025;Envero/Cosecha;p-156;NUTRI 1075 M;;;;160;Litros;0;Hectareas;0;3,95;0;0;0;Total;24;0;EEI;EEI 1;4;6,31;16/12/2025;;16/12/2025;;0;0;0;17/12/2025;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;tomas;$ 190,40;;0;;0;48;9.245,00;Real;;;;;
El espejo;74.416;74416;Uva;Flame;16/12/2025;Envero/Cosecha;p-156;NUTRI 1075 M;;;;110;Litros;0;Hectareas;0;2,74;0;0;0;Total;24;0;EEI;EEI 1;7;6,01;16/12/2025;;16/12/2025;;0;0;0;17/12/2025;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;tomas;$ 130,90;;0;;0;48;8.711,00;Real;;;;;
El espejo;74.422;74422;Uva;Flame;16/12/2025;Envero/Cosecha;p-156;NUTRI 1075 M;;;;76;Litros;0;Hectareas;0;1,86;0;0;0;Total;11;0;EEI;EEI 2;11;4,07;16/12/2025;;16/12/2025;;0;0;0;17/12/2025;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;tomas;$ 90,40;;0;;0;24;2.632,00;Real;;;;;
El espejo;74.423;74423;Uva;Flame;16/12/2025;Envero/Cosecha;p-156;NUTRI 1075 M;;;;124;Litros;0;Hectareas;0;3,05;0;0;0;Total;15;0;EEI;EEI 2;14;5,11;16/12/2025;;16/12/2025;;0;0;0;17/12/2025;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;tomas;$ 147,50;;0;;0;24;4.359,00;Real;;;;;
El espejo;73.412;1157;Uva;Fiesta;16/12/2025;Envero/Cosecha;p-152;NUTRI 1683 M;;;;48,323;Litros;0;Hectareas;0;2,12;0;0;0;Total;32;0;EEII;EEII 2;18;2,12;16/12/2025;;16/12/2025;;0;0;0;17/12/2025;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;tomas;$ 58,00;;0;;0;32;2.357,35;Real;;;;;
El espejo;73.413;1157;Uva;Fiesta;16/12/2025;Envero/Cosecha;p-152;NUTRI 1683 M;;;;106,677;Litros;0;Hectareas;0;4,68;0;0;0;Total;32;0;EEII;EEII 2;20;4,68;16/12/2025;;16/12/2025;;0;0;0;17/12/2025;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;tomas;$ 127,60;;0;;0;32;5.204,07;Real;;;;;
El espejo;73.671;1190;Uva;Flame;16/12/2025;Envero/Cosecha;p-154;NUTRI 1684 M ;;;;49,078;Litros;0;Hectareas;0;3,64;0;0;0;Total;34;0;EEIII;EEIII 3 A;24;3,64;16/12/2025;;16/12/2025;;0;0;0;17/12/2025;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;tomas;$ 58,00;;0;;0;34;2.926,00;Real;;;;;
El espejo;73.672;1190;Uva;Flame;16/12/2025;Envero/Cosecha;p-154;NUTRI 1684 M ;;;;26,966;Litros;0;Hectareas;0;2;0;0;0;Total;34;0;EEIII;EEIII 3 A;25;2;16/12/2025;;16/12/2025;;0;0;0;17/12/2025;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;tomas;$ 32,00;;0;;0;34;1.607,69;Real;;;;;
El espejo;73.673;1190;Uva;Flame;16/12/2025;Envero/Cosecha;p-154;NUTRI 1684 M ;;;;30,337;Litros;0;Hectareas;0;2,25;0;0;0;Total;34;0;EEIII;EEIII 3 A;29;2,25;16/12/2025;;16/12/2025;;0;0;0;17/12/2025;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;tomas;$ 36,00;;0;;0;34;1.808,66;Real;;;;;
El espejo;73.674;1190;Uva;Flame;16/12/2025;Envero/Cosecha;p-154;NUTRI 1684 M ;;;;61,217;Litros;0;Hectareas;0;4,54;0;0;0;Total;34;0;EEIII;EEIII 3 B;32;4,54;16/12/2025;;16/12/2025;;0;0;0;17/12/2025;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;tomas;$ 73,80;;0;;0;34;3.649,62;Real;;;;;
El espejo;73.675;1190;Uva;Flame;16/12/2025;Envero/Cosecha;p-154;NUTRI 1684 M ;;;;58,247;Litros;0;Hectareas;0;4,32;0;0;0;Total;34;0;EEIII;EEIII 3 B;35;4,32;16/12/2025;;16/12/2025;;0;0;0;17/12/2025;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;tomas;$ 69,00;;0;;0;34;3.472,63;Real;;;;;
El espejo;73.676;1190;Uva;Flame;16/12/2025;Envero/Cosecha;p-154;NUTRI 1684 M ;;;;54,741;Litros;0;Hectareas;0;4,06;0;0;0;Total;34;0;EEIII;EEIII 3 B;38;4,06;16/12/2025;;16/12/2025;;0;0;0;17/12/2025;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;tomas;$ 65,00;;0;;0;34;3.263,62;Real;;;;;
El espejo;73.677;1190;Uva;Flame;16/12/2025;Envero/Cosecha;p-154;NUTRI 1684 M ;;;;52,044;Litros;0;Hectareas;0;3,86;0;0;0;Total;34;0;EEIII;EEIII 4;41;3,86;16/12/2025;;16/12/2025;;0;0;0;17/12/2025;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;tomas;$ 62,00;;0;;0;34;3.102,84;Real;;;;;
El espejo;73.678;1190;Uva;Flame;16/12/2025;Envero/Cosecha;p-154;NUTRI 1684 M ;;;;49,213;Litros;0;Hectareas;0;3,65;0;0;0;Total;34;0;EEIII;EEIII 4;44;3,65;16/12/2025;;16/12/2025;;0;0;0;17/12/2025;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;tomas;$ 59,00;;0;;0;34;2.934,04;Real;;;;;
